ID,Nome,Sprite,Type1,Type2,HP,Attack,Defense,Special Attack,Special Defense,Speed
10254,oinkologne-female,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10254.png,normal,,115,90,70,59,90,65
10255,dudunsparce-three-segment,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10255.png,normal,,125,100,80,85,75,55
10256,palafin-hero,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10256.png,water,,100,160,97,106,87,100
10257,maushold-family-of-three,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10257.png,normal,,74,75,70,65,75,111
10258,tatsugiri-droopy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10258.png,dragon,water,68,50,60,120,95,82
10259,tatsugiri-stretchy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10259.png,dragon,water,68,50,60,120,95,82
10260,squawkabilly-blue-plumage,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10260.png,normal,flying,82,96,51,45,51,92
10261,squawkabilly-yellow-plumage,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10261.png,normal,flying,82,96,51,45,51,92
10262,squawkabilly-white-plumage,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10262.png,normal,flying,82,96,51,45,51,92
10263,gimmighoul-roaming,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10263.png,ghost,,45,30,25,75,45,80
10264,koraidon-limited-build,,fighting,dragon,100,135,115,85,100,135
10265,koraidon-sprinting-build,,fighting,dragon,100,135,115,85,100,135
10266,koraidon-swimming-build,,fighting,dragon,100,135,115,85,100,135
10267,koraidon-gliding-build,,fighting,dragon,100,135,115,85,100,135
10268,miraidon-low-power-mode,,electric,dragon,100,85,100,135,115,135
10269,miraidon-drive-mode,,electric,dragon,100,85,100,135,115,135
10270,miraidon-aquatic-mode,,electric,dragon,100,85,100,135,115,135
10271,miraidon-glide-mode,,electric,dragon,100,85,100,135,115,135
10272,ursaluna-bloodmoon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10272.png,ground,normal,113,70,120,135,65,52
10273,ogerpon-wellspring-mask,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10273.png,grass,water,80,120,84,60,96,110
10274,ogerpon-hearthflame-mask,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10274.png,grass,fire,80,120,84,60,96,110
10275,ogerpon-cornerstone-mask,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10275.png,grass,rock,80,120,84,60,96,110
10276,terapagos-terastal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10276.png,normal,,95,95,110,105,110,85
10277,terapagos-stellar,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10277.png,normal,,160,105,110,130,110,85
10278,clefable-mega,,fairy,flying,95,80,93,135,110,70
10279,victreebel-mega,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10279.png,grass,poison,80,125,85,135,95,70
10280,starmie-mega,,water,psychic,60,140,105,130,105,120
10281,dragonite-mega,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10281.png,dragon,flying,91,124,115,145,125,100
10282,meganium-mega,,grass,fairy,80,92,115,143,115,80
10283,feraligatr-mega,,water,dragon,85,160,125,89,93,78
10284,skarmory-mega,,steel,flying,65,140,110,40,100,110
10285,froslass-mega,,ice,ghost,70,80,70,140,100,120
10286,emboar-mega,,fire,fighting,110,148,75,110,110,75
10287,excadrill-mega,,ground,steel,110,165,100,65,65,103
10288,scolipede-mega,,bug,poison,60,140,149,75,99,62
10289,scrafty-mega,,dark,fighting,65,130,135,55,135,68
10290,eelektross-mega,,electric,,85,145,80,135,90,80
10291,chandelure-mega,,ghost,fire,60,75,110,175,110,90
10292,chesnaught-mega,,grass,fighting,88,137,172,74,115,44
10293,delphox-mega,,fire,psychic,75,69,72,159,125,134
10294,greninja-mega,,water,dark,72,125,77,133,81,142
10295,pyroar-mega,,fire,normal,86,88,92,129,86,126
10296,floette-mega,,fairy,,74,85,87,155,148,102
10297,malamar-mega,,dark,psychic,86,102,88,98,120,88
10298,barbaracle-mega,,rock,fighting,72,140,130,64,106,88
10299,dragalge-mega,,poison,dragon,65,85,105,132,163,44
10300,hawlucha-mega,,fighting,flying,78,137,100,74,93,118
10301,zygarde-mega,,dragon,ground,216,70,91,216,85,100
10302,drampa-mega,,normal,dragon,78,85,110,160,116,36
10303,falinks-mega,,fighting,,65,135,135,70,65,100
10304,raichu-mega-x,,electric,,60,135,95,90,95,110
10305,raichu-mega-y,,electric,,60,100,55,160,80,130
10306,chimecho-mega,,psychic,steel,75,50,110,135,120,65
10307,absol-mega-z,,dark,ghost,65,154,60,75,60,151
10308,staraptor-mega,,fighting,flying,85,140,100,60,90,110
10309,garchomp-mega-z,,dragon,,108,130,85,141,85,151
10310,lucario-mega-z,,fighting,steel,70,100,70,164,70,151
10311,heatran-mega,,fire,steel,91,120,106,175,141,67
10312,darkrai-mega,,dark,,70,120,130,165,130,85
10313,golurk-mega,,ground,ghost,89,159,105,70,105,55
10314,meowstic-mega,,psychic,,74,48,76,143,101,124
10315,crabominable-mega,,fighting,ice,97,157,122,62,107,33
10316,golisopod-mega,,bug,steel,75,150,175,70,120,40
10317,magearna-mega,,steel,fairy,80,125,115,170,115,95
10318,magearna-original-mega,,steel,fairy,80,125,115,170,115,95
10319,zeraora-mega,,electric,,88,157,75,147,80,153
10320,scovillain-mega,,grass,fire,65,138,85,138,85,75
10321,glimmora-mega,,rock,poison,83,90,105,150,96,101
10322,tatsugiri-curly-mega,,dragon,water,68,65,90,135,125,92
10323,tatsugiri-droopy-mega,,dragon,water,68,65,90,135,125,92
10324,tatsugiri-stretchy-mega,,dragon,water,68,65,90,135,125,92
10325,baxcalibur-mega,,dragon,ice,115,175,117,105,101,87
