Nome,Type,Tipo de dano,Accuracy,Power,PP,Prioridade,Descrição p,Descrição c,Chance de efeito,Efeito,Chance de Crit,Drain,Flinch,Healing,Min attacks,Max attacks,Min Turns,Max Turns,Chance stat,Mudanca de stat,Qnt de Mudança de stat
dragon-tail,dragon,physical,90.0,60.0,10.0,-6,Ends wild battles.  Forces trainers to switch Pokémon.,"Inflicts regular damage, then switches the target out for another of its trainer’s Pokémon, selected at random.

If the target is under the effect of ingrain or suction cups, or it has a substitute, or its Trainer has no more usable Pokémon, it will not be switched out.  If the target is a wild Pokémon, the battle ends instead.",,none,0,0,0,0,,,,,0,[''],[0]
work-up,normal,status,,,30.0,0,Raises the user’s Attack and Special Attack by one stage each.,Raises the user’s Attack and Special Attack by one stage each.,,none,0,0,0,0,,,,,0,"['attack', 'special-attack']","[1, 1]"
electroweb,electric,special,95.0,55.0,15.0,0,Lowers the target’s Speed by one stage.,Lowers the target’s Speed by one stage.,100.0,none,0,0,0,0,,,,,100,['speed'],[-1]
wild-charge,electric,physical,100.0,90.0,15.0,0,User receives 1/4 the damage it inflicts in recoil.,Inflicts regular damage.  User takes 1/4 the damage it inflicts in recoil.,,none,0,-25,0,0,,,,,0,[''],[0]
drill-run,ground,physical,95.0,80.0,10.0,0,Has an increased chance for a critical hit.,Inflicts regular damage.  User’s critical hit rate is one level higher when using this move.,,none,1,0,0,0,,,,,0,[''],[0]
dual-chop,dragon,physical,90.0,40.0,15.0,0,Hits twice in one turn.,Inflicts regular damage.  Hits twice in one turn.,,none,0,0,0,0,2.0,2.0,,,0,[''],[0]
heart-stamp,psychic,physical,100.0,60.0,25.0,0,Has a $effect_chance% chance to make the target flinch.,Inflicts regular damage.  Has a $effect_chance% chance to make the target flinch.,30.0,none,0,0,30,0,,,,,0,[''],[0]
horn-leech,grass,physical,100.0,75.0,10.0,0,Drains half the damage inflicted to heal the user.,Inflicts regular damage.  Drains half the damage inflicted to heal the user.,,none,0,50,0,0,,,,,0,[''],[0]
sacred-sword,fighting,physical,100.0,90.0,15.0,0,Ignores the target’s stat modifiers.,"Inflicts regular damage.  Damage calculation ignores the target’s stat modifiers, including evasion.",,none,0,0,0,0,,,,,0,[''],[0]
razor-shell,water,physical,95.0,75.0,10.0,0,Has a $effect_chance% chance to lower the target’s Defense by one stage.,Inflicts regular damage.  Has a $effect_chance% chance to lower the target’s Defense by one stage.,50.0,none,0,0,0,0,,,,,50,['defense'],[-1]
heat-crash,fire,physical,100.0,,10.0,0,"Power is higher when the user weighs more than the target, up to a maximum of 120.","Inflicts regular damage.  The greater the user’s weight compared to the target’s, the higher power this move has, to a maximum of 120.

User’s weight                    | Power
-------------------------------- | ----:
Up to 2× the target’s weight     |    40
Up to 3× the target’s weight     |    60
Up to 4× the target’s weight     |    80
Up to 5× the target’s weight     |   100
More than 5× the target’s weight |   120
",,none,0,0,0,0,,,,,0,[''],[0]
leaf-tornado,grass,special,90.0,65.0,10.0,0,Has a $effect_chance% chance to lower the target’s accuracy by one stage.,Inflicts regular damage.  Has a $effect_chance% chance to lower the target’s accuracy by one stage.,50.0,none,0,0,0,0,,,,,50,['accuracy'],[-1]
steamroller,bug,physical,100.0,65.0,20.0,0,Has a $effect_chance% chance to make the target flinch.,"Inflicts regular damage.  Has a $effect_chance% chance to make the target flinch.

Power is doubled against Pokémon that have used minimize since entering the field.",30.0,none,0,0,30,0,,,,,0,[''],[0]
cotton-guard,grass,status,,,10.0,0,Raises the user’s Defense by three stages.,Raises the user’s Defense by three stages.,,none,0,0,0,0,,,,,0,['defense'],[3]
night-daze,dark,special,95.0,85.0,10.0,0,Has a $effect_chance% chance to lower the target’s accuracy by one stage.,Inflicts regular damage.  Has a $effect_chance% chance to lower the target’s accuracy by one stage.,40.0,none,0,0,0,0,,,,,40,['accuracy'],[-1]
psystrike,psychic,special,100.0,100.0,10.0,0,"Inflicts damage based on the target’s Defense, not Special Defense.","Inflicts regular damage.  Damage calculation always uses the target’s Defense, regardless of this move’s damage class.",,none,0,0,0,0,,,,,0,[''],[0]
tail-slap,normal,physical,85.0,25.0,10.0,0,Hits 2-5 times in one turn.,"Inflicts regular damage.  Hits 2–5 times in one turn.

Has a 3/8 chance each to hit 2 or 3 times, and a 1/8 chance each to hit 4 or 5 times.  Averages to 3 hits per use.",,none,0,0,0,0,2.0,5.0,,,0,[''],[0]
hurricane,flying,special,70.0,110.0,10.0,0,Has a $effect_chance% chance to confuse the target.,"Inflicts regular damage.  Has a $effect_chance% chance to confuse the target.

This move can hit Pokémon under the effect of bounce, fly, or sky drop.

During rain dance, this move has 100% accuracy.  During sunny day, this move has 50% accuracy.",30.0,confusion,0,0,0,0,,,2.0,5.0,0,[''],[0]
head-charge,normal,physical,100.0,120.0,15.0,0,User receives 1/4 the damage it inflicts in recoil.,Inflicts regular damage.  User takes 1/4 the damage it inflicts in recoil.,,none,0,-25,0,0,,,,,0,[''],[0]
gear-grind,steel,physical,85.0,50.0,15.0,0,Hits twice in one turn.,Inflicts regular damage.  Hits twice in one turn.,,none,0,0,0,0,2.0,2.0,,,0,[''],[0]
searing-shot,fire,special,100.0,100.0,5.0,0,Has a $effect_chance% chance to burn the target.,Inflicts regular damage.  Has a $effect_chance% chance to burn the target.,30.0,burn,0,0,0,0,,,,,0,[''],[0]
techno-blast,normal,special,100.0,120.0,5.0,0,"If the user is holding a appropriate plate or drive, the damage inflicted will match it.","Inflicts regular damage.  If the user is holding a plate or a drive, this move’s type is the type corresponding to that item.

Note: This effect is technically shared by both techno blast and judgment; however, Techno Blast is only affected by drives, and Judgment is only affected by plates.",,none,0,0,0,0,,,,,0,[''],[0]
relic-song,normal,special,100.0,75.0,10.0,0,Has a $effect_chance% chance to put the target to sleep.,"Inflicts regular damage.  Has a $effect_chance% chance to put the target to sleep.
If the user is a meloetta, it will toggle between Aria and Pirouette Forme.",10.0,sleep,0,0,0,0,,,2.0,4.0,0,[''],[0]
secret-sword,fighting,special,100.0,85.0,10.0,0,"Inflicts damage based on the target’s Defense, not Special Defense.","Inflicts regular damage.  Damage calculation always uses the target’s Defense, regardless of this move’s damage class.",,none,0,0,0,0,,,,,0,[''],[0]
glaciate,ice,special,95.0,65.0,10.0,0,Lowers the target’s Speed by one stage.,Inflicts regular damage.  Lowers the target’s Speed by one stage.,100.0,none,0,0,0,0,,,,,100,['speed'],[-1]
bolt-strike,electric,physical,85.0,130.0,5.0,0,Has a $effect_chance% chance to paralyze the target.,Inflicts regular damage.  Has a $effect_chance% chance to paralyze the target.,20.0,paralysis,0,0,0,0,,,,,0,[''],[0]
blue-flare,fire,special,85.0,130.0,5.0,0,Has a $effect_chance% chance to burn the target.,Inflicts regular damage.  Has a $effect_chance% chance to burn the target.,20.0,burn,0,0,0,0,,,,,0,[''],[0]
fiery-dance,fire,special,100.0,80.0,10.0,0,Has a $effect_chance% chance to raise the user’s Special Attack by one stage.,Inflicts regular damage.  Has a $effect_chance% chance to raise the user’s Special Attack by one stage.,50.0,none,0,0,0,0,,,,,50,['special-attack'],[1]
freeze-shock,ice,physical,90.0,140.0,5.0,0,Requires a turn to charge before attacking.  Has a $effect_chance% chance to paralyze the target.,Inflicts regular damage.  Has a $effect_chance% chance to paralyze the target.  User charges for one turn before attacking.,30.0,paralysis,0,0,0,0,,,,,0,[''],[0]
ice-burn,ice,special,90.0,140.0,5.0,0,Requires a turn to charge before attacking.  Has a $effect_chance% chance to burn the target.,Inflicts regular damage.  Has a $effect_chance% chance to burn the target.  User charges for one turn before attacking.,30.0,burn,0,0,0,0,,,,,0,[''],[0]
snarl,dark,special,95.0,55.0,15.0,0,Has a $effect_chance% chance to lower the target’s Special Attack by one stage.,Inflicts regular damage.  Has a $effect_chance% chance to lower the target’s Special Attack by one stage.,100.0,none,0,0,0,0,,,,,100,['special-attack'],[-1]
icicle-crash,ice,physical,90.0,85.0,10.0,0,Has a $effect_chance% chance to make the target flinch.,Inflicts regular damage.  Has a $effect_chance% chance to make the target flinch.,30.0,none,0,0,30,0,,,,,0,[''],[0]
v-create,fire,physical,95.0,180.0,5.0,0,"Lowers the user’s Defense, Special Defense, and Speed by one stage each.","Inflicts regular damage.  Lowers the user’s Defense, Special Defense, and Speed by one stage each.",100.0,none,0,0,0,0,,,,,100,"['defense', 'special-defense', 'speed']","[-1, -1, -1]"
fusion-flare,fire,special,100.0,100.0,5.0,0,"With Fusion Bolt, inflicts double damage.","Inflicts regular damage.  If a friendly Pokémon used fusion bolt earlier this turn, this move has double power.",,none,0,0,0,0,,,,,0,[''],[0]
fusion-bolt,electric,physical,100.0,100.0,5.0,0,"With Fusion Flare, inflicts double damage.","Inflicts regular damage.  If a friendly Pokémon used fusion flare earlier this turn, this move has double power.",,none,0,0,0,0,,,,,0,[''],[0]
flying-press,fighting,physical,95.0,100.0,10.0,0,Deals both fighting and flying-type damage.,"Inflicts regular damage.  For the purposes of type effectiveness, this move is both fighting- and flying-type: its final effectiveness is determined by multiplying the effectiveness of each type against each of the target’s types.

For all other purposes, this move is pure Fighting-type.  If this move’s type is changed, its Fighting typing is overwritten, and its secondary type remains Flying.

If the target has used minimize since entering battle, this move has double power and will never miss.",,none,0,0,0,0,,,,,0,[''],[0]
mat-block,fighting,status,,,10.0,0,Protects all friendly Pokémon from damaging moves.  Only works on the first turn after the user is sent out.,Protects all friendly Pokémon from damaging moves.  Only works on the first turn after the user is sent out.,,none,0,0,0,0,,,,,0,[''],[0]
belch,poison,special,90.0,120.0,10.0,0,Can only be used after the user has eaten a berry.,"Inflicts regular damage.  Can only be used if the user has eaten a berry since the beginning of the battle.

After the user eats a berry, it may use this move any number of times until the end of the battle, even if it switches out.  Eating a held berry, eating a berry via bug bite or pluck, or being the target of a Flung berry will enable this move.  Feeding a Pokémon a berry from the bag or using natural gift will not.

If the trainer chooses this move when it cannot be used, the choice is rejected outright and the trainer must choose another move.",,none,0,0,0,0,,,,,0,[''],[0]
rototiller,ground,status,,,10.0,0,Raises the Attack and Special Attack of all grass Pokémon in battle.,Raises the Attack and Special Attack of all grass Pokémon in battle.,100.0,none,0,0,0,0,,,,,100,"['attack', 'special-attack']","[1, 1]"
sticky-web,bug,status,,,20.0,0,"Covers the opposing field, lowering opponents’ Speed by one stage upon switching in.","Shoots a web over the opponents’ side of the field, which lowers the Speed of any opposing Pokémon that enters the field by one stage.

Pokémon in the air, such as flying-types and those with levitate, are unaffected.  rapid spin removes Sticky Web from the user’s side of the field; defog removes it from both sides.",,none,0,0,0,0,,,,,0,[''],[0]
fell-stinger,bug,physical,100.0,50.0,25.0,0,Raises the user’s Attack by two stages if it KOs the target.,Inflicts regular damage.  Raises the user’s Attack by two stages if it KOs the target.,,none,0,0,0,0,,,,,0,[''],[0]
phantom-force,ghost,physical,100.0,90.0,10.0,0,"User vanishes, dodging all attacks, and hits next turn.  Hits through Protect and Detect.","Inflicts regular damage.  User vanishes for one turn, becoming immune to attack, and hits on the second turn.

This move ignores the effects of detect and protect.

This move cannot be selected by sleep talk.",,none,0,0,0,0,,,,,0,[''],[0]
trick-or-treat,ghost,status,100.0,,20.0,0,Adds ghost to the target’s types.,Adds ghost to the target’s types.,,none,0,0,0,0,,,,,0,[''],[0]
noble-roar,normal,status,100.0,,30.0,0,Lowers the target’s Attack and Special Attack by one stage.,Lowers the target’s Attack and Special Attack by one stage.,100.0,none,0,0,0,0,,,,,100,"['attack', 'special-attack']","[-1, -1]"
ion-deluge,electric,status,,,25.0,1,Changes all normal moves to electric moves for the rest of the turn.,Changes all Pokémon’s normal moves to electric moves for the rest of the turn.,,none,0,0,0,0,,,,,0,[''],[0]
parabolic-charge,electric,special,100.0,65.0,20.0,0,Heals the user for half the total damage dealt to all targets.,Heals the user for half the total damage dealt to all targets.,,none,0,50,0,0,,,,,0,[''],[0]
forests-curse,grass,status,100.0,,20.0,0,Adds grass to the target’s types.,Adds grass to the target’s types.,,none,0,0,0,0,,,,,0,[''],[0]
petal-blizzard,grass,physical,100.0,90.0,15.0,0,Inflicts regular damage.,Inflicts regular damage.,,none,0,0,0,0,,,,,0,[''],[0]
freeze-dry,ice,special,100.0,70.0,20.0,0,Super-effective against water.,"Inflicts regular damage.  This move is super-effective against the water type.

The target’s other type will affect damage as usual.  If this move’s type is changed, it remains super-effective against Water regardless of its type.",10.0,freeze,0,0,0,0,,,,,0,[''],[0]
